region_schema,region_parent,region_child,agerange,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17
admin_1,sn,dakar-centre,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,1,2,1,1,0,1,,,1,,,4,,,,,,,1,,,,,2,,4,2,,13,11,3,,15,,3,11,13,3,20,2,2,5,6,15,10,,25,,9,15,16,5,5,,17,11,14,25,11,,10,,,,,25,,8,12,14,18,,18,14,14,19,11,,13,17,27,8,20,13,,,838,862,880,,3,24,21,11,19,,15,11,22,20,15,19,13,8,18,18,13
admin_1,sn,dakar-nord,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,1,1,,1,6,6,,2,,1,3,,4,21,9,1,,5,8,4,13,7,,13,3,,4,7,6,4,,15,,14,13,27,5,17,,12,18,15,9,16,,5,,,,,25,,19,22,13,22,,16,15,21,21,10,,14,10,10,20,16,18,,,829,836,849,,10,9,8,13,4,,6,12,11,10,8,15,7,10,10,11,1
admin_1,sn,dakar-ouest,,1,,1,,,,,,,,,,,,,,,,,,2,3,2,4,2,1,2,9,4,12,0,2,2,4,,,1,,1,1,,,,1,,,,,,,,4,2,3,5,4,,23,12,3,10,1,36,3,5,50,9,6,19,11,,27,,2,19,10,15,6,,2,21,10,8,6,,5,,,,,16,,11,20,10,22,,13,10,21,14,18,80,7,10,24,5,34,20,,,910,925,939,,12,14,23,16,14,,18,10,23,11,17,19,5,6,24,18,6
admin_1,sn,dakar-sud,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,2,4,0,0,12,0,10,2,2,4,2,,,,,1,,,1,2,,2,3,2,5,2,3,5,12,3,19,,,5,20,3,11,7,,8,1,17,20,14,8,6,,12,,9,21,27,12,13,,25,10,15,12,7,,5,,,,,13,,15,8,6,12,,15,16,11,20,5,,9,8,11,11,16,16,,,816,840,848,,2,14,15,12,21,,10,5,12,21,17,20,17,6,14,20,10
admin_1,sn,darou mousty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
admin_1,sn,diakhao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
admin_1,sn,diamniadio,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10,1,1,,,,,,,,2,1,2,1,,,,,1,4,,,,,,,1,,7,1,,1,,,1,4,1,3,,4,3,1,3,2,1,,,79,79,79,,4,,1,2,1,,,1,2,,2,2,1,,2,,
admin_1,sn,dioffior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
admin_1,sn,diouloulou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,,,,,1,,,,,,,,,,,,
admin_1,sn,gossas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,
admin_1,sn,goudiry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,6,,,1,,1,12,,,3,,6,6,2,16,4,2,,,,4,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,63,63,,,,,,,,,,,,,,,,,,
admin_1,sn,guediawaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,,,,,1,1,4,,,,2,2,,,3,2,1,5,,,2,2,,2,,2,,4,,5,3,9,2,5,,3,4,10,2,3,,,,,,,6,,1,1,8,5,,5,3,6,13,13,,2,1,4,6,3,10,,,,287,291,,2,10,5,3,8,,2,5,5,5,4,8,5,,5,3,2
admin_1,sn,guédiawaye,,,1,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,,,,,,,,,,,,,,,,,,,,
admin_1,sn,joal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
admin_1,sn,joal  fadiouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,
admin_1,sn,joal fadiouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,3,,,1,1,,,,,,,,,,,,,,
admin_1,sn,kanel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
admin_1,sn,kebemer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
admin_1,sn,kedougou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,1
admin_1,sn,keur massar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,1,,,,,,,,,,,4,,1,1,,5,,2,1,3,,,,,,,1,,3,1,3,9,,3,2,3,1,3,,2,,7,10,7,7,,,141,144,144,,,2,4,1,1,,,,6,2,1,6,,,2,2,1
admin_1,sn,khombole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,3,1,,,17,18,20,,1,1,1,1,,,2,1,,2,2,4,,,1,,1
admin_1,sn,koungheul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,3,3,3,,,,,,,,,,,,,,,,,,
admin_1,sn,kébémer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
admin_1,sn,linguere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,
admin_1,sn,linguère,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
admin_1,sn,mbacke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,1,1,1,8,,1,,1,2,2,4,4,6,,2,1,2,,,1,,,2,,,1,,,,,,,,,,,,,2,,1,1,,1,,,,,,1,,,,,,,,,,,51,51,,,,,,,,,1,,,1,2,,,,,
admin_1,sn,mbacké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,
admin_1,sn,mbao,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,1,,,,,,,1,2,4,1,5,4,,,,1,1,4,,,3,1,,2,3,1,,,,1,9,5,2,2,,5,3,3,4,2,,2,,,,,1,,,3,6,4,,4,5,7,4,6,,5,,4,2,7,12,,,222,226,231,,1,6,4,3,3,,2,,1,2,5,7,2,2,6,8,2
admin_1,sn,mbour,,,,,,,,,,,,,,1,,,,,,,,3,1,0,1,0,0,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,3,,,,,3,,,,,1,,,,3,,,,39,39,50,,,,2,1,2,,1,,,6,2,,1,2,1,6,3
admin_1,sn,mekhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,7,7,,,,1,,1,,,1,1,2,1,,,,,,
admin_1,sn,mékhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
admin_1,sn,nioro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
admin_1,sn,nioro du rip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,
admin_1,sn,non déterminé,,,,,,,,,1,,,5,,1,1,1,3,4,2,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admin_1,sn,oussouye,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,1,,,,,1,,,,,,8,8,8,,3,,,,,,,,,,,,,,,,
admin_1,sn,passy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,
admin_1,sn,pikine,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,3,,,,,,2,,,,2,,,,,,,,,,7,,1,1,5,2,,,,1,1,3,3,,,1,,,,1,,,,1,7,8,,1,,,4,5,,4,,,,,,,1,,2,1,3,1,,2,1,3,6,3,,,3,4,1,3,2,,,143,148,148,,,,1,1,,,,2,1,,1,3,,,1,1,1
admin_1,sn,popenguine,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,
admin_1,sn,poponguine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,,3,,1,2,,,,,,1,1,3,,,,71,88,,7,1,,2,4,,,3,1,2,1,,,1,6,,3
admin_1,sn,pout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,,,,1,3,20,5,,,,1,,,,,4,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,55,55,55,,2,,,8,2,,,,,2,1,,,,3,3,
admin_1,sn,ranerou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,
admin_1,sn,ranérou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
admin_1,sn,richard toll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
admin_1,sn,richard-toll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,4,4,,1,,,,,,,,,,,1,,2,1,,5
admin_1,sn,rufisque,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,3,,,1,6,,,2,,12,6,,,,3,,3,,4,,4,1,2,,2,,,,,,,2,,1,5,14,3,,4,4,6,4,4,,2,1,2,8,9,3,,,168,169,170,,,6,6,8,4,,2,,9,6,4,6,5,,4,7,1
admin_1,sn,saint louis,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,
admin_1,sn,sakal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,
admin_1,sn,sangalkam,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,,,,,,5,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,3,,5,3,7,22,,9,,9,4,3,3,,,,,,,1,,,,,,,,,1,6,,,,4,3,3,1,3,,1,,9,,2,1,,,123,123,123,,,,,,,,2,1,6,3,6,7,,4,3,2,1
admin_1,sn,sedhiou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,9,23,2,,8,,8,,3,5,,,,,,6,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,108,,108,108,,,,,,,,,,,,,,,,,,
admin_1,sn,sn-db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,1,1,,1,1,1,,1,18,18,21,,10,,2,1,2,,,1,1,,1,,,,,,1
admin_1,sn,sn-dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813,,,,,,,,,,,,,,,,,,,,,
admin_1,sn,sn-fk,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,1,6,2,,1,15,15,18,,,1,,1,,,3,,2,,,,,,,,
admin_1,sn,sn-ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
admin_1,sn,sn-kd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,1,,,,,,,,,,,,
admin_1,sn,sn-ke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
admin_1,sn,sn-kl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,7,2,,,1,,1,,4,28,28,33,,2,3,1,7,4,,5,5,,4,,3,,1,,2,
admin_1,sn,sn-lg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,3,4,9,,7,2,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31,31,31,,,,,,,,,,,,,,1,,,,
admin_1,sn,sn-mt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,4,,2,,1,,2,,,1,,1,13,13,13,,,,,,,,,,,,,,,,,,
admin_1,sn,sn-se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,
admin_1,sn,sn-sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,6,,,,,,,,2,,,2,,,,,,,
admin_1,sn,sn-tc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,23,23,,,,,,,,,,,,,,,,,,
admin_1,sn,sn-th,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,0,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,,,2,,1,7,,8,1,1,4,,,1,1,,,,,,4,,,,,,1,15,12,,,,,,,,,,,,1,1,1,,3,,,,1,37,2,2,,6,2,11,,4,123,127,127,,26,23,2,7,7,,2,2,1,13,2,7,2,,8,4,3
admin_1,sn,sn-zg,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,2,,6,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,7,,,,,,1,2,,,7,,3,,3,11,3,,89,96,102,106,,,2,6,1,1,,1,1,2,2,3,2,,,7,4,3
